시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),층,건축년도,도로명,해제사유발생일,거래유형,중개사소재지
강원도 춘천시 동면 장학리,988,988,0,장학엘에이치해온채,84.89,202201,8,"29,000",11,2014,소양강로 102,,중개거래,강원 춘천시
강원도 춘천시 동면 장학리,988,988,0,장학엘에이치해온채,84.85,202201,11,"27,300",4,2014,소양강로 102,,중개거래,강원 춘천시
강원도 춘천시 사농동,809,809,0,롯데캐슬1단지,84.97,202201,2,"21,500",2,2008,마장길 58,,중개거래,강원 춘천시
강원도 춘천시 사농동,820,820,0,춘천뉴시티코아루,79.9414,202201,8,"23,800",3,2013,영서로 2922,,중개거래,강원 춘천시
강원도 춘천시 사농동,158,158,0,현대,80.934,202201,5,"17,000",12,2002,영서로 2920,,중개거래,강원 춘천시
강원도 춘천시 사농동,158,158,0,현대,59.84,202201,8,"14,800",6,2002,영서로 2920,,중개거래,강원 춘천시
강원도 춘천시 사농동,158,158,0,현대,80.934,202201,8,"17,300",2,2002,영서로 2920,,중개거래,강원 춘천시
강원도 춘천시 사농동,158,158,0,현대,68.366,202201,11,"14,700",1,2002,영서로 2920,,중개거래,강원 춘천시
강원도 춘천시 석사동,722-2,722,2,그랜드,74.82,202201,10,"18,000",2,1998,우석로101번길 20,,중개거래,강원 춘천시
강원도 춘천시 석사동,115-10,115,10,석사극동,84.96,202201,7,"15,000",7,1992,공지로 43,,중개거래,강원 춘천시
강원도 춘천시 석사동,694-1,694,1,석사근로복지,46.99,202201,11,"12,800",3,1991,효석로67번길 23,,중개거래,강원 춘천시
강원도 춘천시 석사동,721-2,721,2,석사대우,134.34,202201,1,"34,500",8,1998,우석로101번길 86,,중개거래,강원 춘천시
강원도 춘천시 석사동,721-2,721,2,석사대우,89.31,202201,3,"25,500",13,1998,우석로101번길 86,,직거래,-
강원도 춘천시 석사동,822,822,0,퇴계주공4,59.99,202201,8,"18,500",10,1998,퇴계로 242,,중개거래,강원 춘천시
강원도 춘천시 석사동,813,813,0,현대,134.99,202201,11,"33,500",5,1998,퇴계로 220-20,,중개거래,강원 춘천시
강원도 춘천시 석사동,866,866,0,휴먼타운,84.89,202201,7,"25,000",15,2002,지석로 29,,중개거래,강원 춘천시
강원도 춘천시 석사동,866,866,0,휴먼타운,84.89,202201,8,"24,100",6,2002,지석로 29,,중개거래,강원 춘천시
강원도 춘천시 석사동,866,866,0,휴먼타운,84.89,202201,13,"21,500",3,2002,지석로 29,,직거래,-
강원도 춘천시 신북읍 천전리,1351,1351,0,춘천해강,59.96,202201,6,"9,100",9,1997,상천2길 52,,직거래,-
강원도 춘천시 우두동,1082,1082,0,강변코아루,84.87,202201,7,"23,000",6,2007,새청말길 26,,중개거래,강원 춘천시
강원도 춘천시 우두동,1082,1082,0,강변코아루,84.87,202201,10,"21,800",2,2007,새청말길 26,,중개거래,강원 춘천시
강원도 춘천시 우두동,1082,1082,0,강변코아루,84.87,202201,11,"23,000",6,2007,새청말길 26,,중개거래,강원 춘천시
강원도 춘천시 우두동,1068-1,1068,1,동부,84.961,202201,7,"17,300",6,1994,충열로 32,,중개거래,강원 춘천시
강원도 춘천시 우두동,1080,1080,0,롯데인벤스,73.8,202201,11,"25,000",13,2006,충열로 29,,중개거래,강원 춘천시
강원도 춘천시 칠전동,529-1,529,1,대우,59.89,202201,2,"14,600",12,1999,옛경춘로 492,,중개거래,강원 춘천시
강원도 춘천시 칠전동,529-2,529,2,춘천칠전사랑으로부영,59.9381,202201,2,"15,800",14,2012,칠전서길 45,,중개거래,강원 춘천시
강원도 춘천시 퇴계동,916-3,916,3,그린타운삼익코오롱,99.99,202201,3,"21,000",14,1994,춘주로 174,,중개거래,강원 춘천시
강원도 춘천시 퇴계동,983,983,0,퇴계2주공,59.99,202201,6,"12,000",5,1999,퇴계로 168,,중개거래,강원 춘천시
강원도 춘천시 퇴계동,1052,1052,0,퇴계이안,84.9877,202201,3,"34,900",16,2007,영서로 2169,,중개거래,강원 춘천시
강원도 춘천시 퇴계동,967,967,0,퇴계주공1차,49.71,202201,1,"15,800",15,2000,퇴계로 167,,중개거래,강원 춘천시
강원도 춘천시 퇴계동,1015,1015,0,퇴계주공6차,59.92,202201,6,"22,000",9,2002,지석로 64,,중개거래,강원 춘천시
강원도 춘천시 퇴계동,917,917,0,"한진,한성",84.86,202201,12,"19,100",8,1995,행촌로 11,,중개거래,강원 춘천시
강원도 춘천시 퇴계동,916,916,0,현대2,59.76,202201,6,"14,900",9,1994,행촌로 14,,중개거래,강원 춘천시
강원도 춘천시 퇴계동,916,916,0,현대2,59.76,202201,6,"14,600",4,1994,행촌로 14,,중개거래,강원 춘천시
강원도 춘천시 퇴계동,916,916,0,현대2,43.2,202201,8,"10,500",2,1994,행촌로 14,,중개거래,강원 춘천시
강원도 춘천시 퇴계동,916,916,0,현대2,59.76,202201,9,"17,000",6,1994,행촌로 14,,중개거래,강원 춘천시
강원도 춘천시 효자동,701,701,0,내안愛양우,84.984,202201,12,"24,500",10,2005,공지로317번길 11,,중개거래,강원 춘천시
강원도 춘천시 효자동,821,821,0,동보,37.2,202201,8,"6,800",2,1999,공지로200번길 13,,중개거래,강원 춘천시
강원도 춘천시 효자동,821,821,0,동보,28.38,202201,11,"5,000",1,1999,공지로200번길 13,,직거래,-
강원도 춘천시 효자동,822,822,0,현진에버빌3차,84.914,202201,13,"36,600",5,2014,춘천로 120,,중개거래,강원 춘천시
강원도 춘천시 효자동,822,822,0,현진에버빌3차,124.804,202201,14,"48,000",7,2014,춘천로 120,,중개거래,강원 춘천시
강원도 춘천시 후평동,867,867,0,대우아파트,84.694,202201,4,"17,500",3,1991,후만로126번길 31,,중개거래,강원 춘천시
강원도 춘천시 후평동,542-3,542,3,봉의,41.571,202201,3,"5,300",2,1975,후석로441번길 40,,중개거래,강원 춘천시
강원도 춘천시 후평동,Jan-81,81,1,세경2,55.26,202201,8,"10,500",3,1986,후석로326번길 36-7,,중개거래,강원 춘천시
강원도 춘천시 후평동,845-1,845,1,세경3차아파트,49.68,202201,10,"8,750",3,1991,삭주로 125,,중개거래,강원 춘천시
강원도 춘천시 후평동,885-1,885,1,세경4차,52.92,202201,11,"7,500",5,1994,세실로 173,,중개거래,강원 춘천시
강원도 춘천시 후평동,885-1,885,1,세경4차,50.4,202201,12,"7,400",5,1994,세실로 173,,중개거래,강원 춘천시
강원도 춘천시 후평동,885-1,885,1,세경4차,52.92,202201,12,"7,500",4,1994,세실로 173,,중개거래,강원 춘천시
강원도 춘천시 후평동,808-1,808,1,주공4,59.3,202201,7,"17,000",1,1985,후만로98번길 9,,중개거래,강원 춘천시
강원도 춘천시 후평동,904,904,0,춘천더샵,145.5773,202201,8,"46,800",16,2008,후석로 325,,중개거래,강원 춘천시
강원도 춘천시 후평동,910,910,0,춘천일성트루엘더퍼스트,68.989,202201,8,"35,700",8,2018,백령로 215,,중개거래,강원 춘천시
강원도 춘천시 후평동,910,910,0,춘천일성트루엘더퍼스트,84.989,202201,10,"41,000",19,2018,백령로 215,,중개거래,강원 춘천시
강원도 춘천시 후평동,912,912,0,춘천후평우미린뉴시티,77.752,202201,4,"42,500",14,2021,보안길 36,,중개거래,강원 춘천시
강원도 춘천시 후평동,864,864,0,한신,84.97,202201,8,"12,500",11,1991,부평길 7,,중개거래,강원 춘천시
강원도 춘천시 후평동,902,902,0,후평현대5차,59.89,202201,7,"10,500",1,1996,후만로24번길 13,,중개거래,강원 춘천시
강원도 태백시 황지동,244-11,244,11,공무원,45.51,202201,4,"4,700",1,1989,태붐로 9,,직거래,-
강원도 태백시 황지동,24,24,0,대산하이츠빌,59.9935,202201,3,"13,000",18,2002,풀미당골길 35,,중개거래,서울 성동구
강원도 태백시 황지동,677,677,0,영조아름다운나날,84.9763,202201,10,"17,000",5,2007,태백산로 5136,,직거래,-
강원도 태백시 황지동,220,220,0,유진1차,59.9416,202201,6,"9,500",8,2001,고원로 61,,직거래,-
강원도 태백시 황지동,229-16,229,16,주공,38.57,202201,10,"4,300",1,1983,감천로 7,,중개거래,강원 태백시
강원도 태백시 황지동,674,674,0,태백3주공,59.9,202201,5,"7,000",15,2004,고원로 279,,직거래,-
강원도 태백시 황지동,662,662,0,태백황지청솔,38.365,202201,8,"4,930",1,2001,청솔길 8,,중개거래,강원 태백시
강원도 태백시 황지동,662,662,0,태백황지청솔,38.365,202201,12,"5,000",14,2001,청솔길 8,,중개거래,강원 태백시
강원도 태백시 황지동,665,665,0,현대,59.36,202201,5,"9,350",7,1996,해지개길 26,,직거래,-
강원도 태백시 황지동,665,665,0,현대,59.36,202201,7,"9,550",5,1996,해지개길 26,,중개거래,강원 태백시
강원도 평창군 대관령면 차항리,06월 02일,6,2,유덕휴먼빌리지,59.7625,202201,4,"5,500",1,2001,차항길 114-4,,직거래,-
강원도 평창군 대관령면 횡계리,264-9,264,9,동보,48.635,202201,13,"5,600",3,1998,대관령마루길 50-24,,직거래,-
강원도 평창군 대관령면 횡계리,283,283,0,알펜로제,54.8571,202201,5,"14,000",5,2007,대관령로 187,,직거래,-
강원도 평창군 진부면 송정리,2538,2538,0,성원,38.365,202201,4,"5,000",3,1998,송정택지1길 37,,중개거래,강원 평창군
강원도 평창군 진부면 송정리,2538,2538,0,성원,38.365,202201,8,"4,900",1,1998,송정택지1길 37,,직거래,-
강원도 평창군 평창읍 천변리,01월 27일,27,1,두레아트힐,84.5974,202201,4,"21,000",9,2015,천변길 32,,중개거래,강원 평창군
강원도 평창군 평창읍 하리,179-1,179,1,평창1,72.45,202201,7,"8,500",4,1990,평창중앙로 130,,직거래,-
강원도 홍천군 홍천읍 갈마곡리,270-8,270,8,더휴인아파트,59.343,202201,3,"18,000",1,2020,홍천로 510-1,,중개거래,강원 홍천군
강원도 홍천군 홍천읍 갈마곡리,73,73,0,신성미소지음,115.6689,202201,5,"32,000",14,2007,갈마로8길 15,,직거래,-
강원도 홍천군 홍천읍 연봉리,468,468,0,현대,59.445,202201,6,"15,100",3,1996,연봉중앙로 18,,중개거래,강원 홍천군
강원도 홍천군 홍천읍 하오안리,155,155,0,삼호2차,52.972,202201,9,"6,900",7,2000,구시울1길 25,,중개거래,강원 홍천군
강원도 홍천군 홍천읍 희망리,424,424,0,신아1차,39.99,202201,10,"6,200",8,1998,마지기로 110,,중개거래,강원 홍천군
강원도 홍천군 홍천읍 희망리,424,424,0,신아1차,39.99,202201,11,"6,400",9,1998,마지기로 110,,중개거래,강원 홍천군
강원도 홍천군 홍천읍 희망리,425,425,0,신아2차,39.89,202201,3,"6,300",13,1999,마지기로 107,,직거래,-
강원도 홍천군 홍천읍 희망리,340-6,340,6,우일,71.693,202201,7,"12,500",2,2002,꽃뫼로1길 19,,중개거래,강원 홍천군
강원도 화천군 화천읍 신읍리,1788,1788,0,화천건영아모리움,51.9871,202201,3,"14,000",7,2017,옹기점길 17-3,,직거래,-
강원도 횡성군 횡성읍 교항리,109,109,0,횡성보람더하임,84.877,202201,3,"19,000",3,2007,교항북로 17,,중개거래,강원 횡성군
강원도 횡성군 횡성읍 북천리,115-48,115,48,중앙,37.14,202201,7,"3,550",5,1988,북천로 7,,중개거래,강원 횡성군
강원도 횡성군 횡성읍 읍하리,500,500,0,금광포란채,70.59,202201,8,"11,000",15,2001,읍하로25번길 17,,중개거래,강원 횡성군
강원도 횡성군 횡성읍 읍하리,380-6,380,6,섬강,58.86,202201,8,"5,200",3,1992,섬강로 8,,중개거래,강원 횡성군
강원도 횡성군 횡성읍 읍하리,395-2,395,2,횡성원흥(2차),58.31,202201,7,"7,400",9,1995,문화체육로 10,,중개거래,강원 횡성군
경기도 가평군 가평읍 읍내리,766-3,766,3,가평블루핀,63.1818,202201,7,"22,700",12,2019,가화로 219,,중개거래,경기 가평군
경기도 가평군 가평읍 읍내리,766-3,766,3,가평블루핀,84.9824,202201,11,"27,800",12,2019,가화로 219,,직거래,-
경기도 가평군 가평읍 읍내리,1053,1053,0,가평코아루,84.7532,202201,3,"32,940",11,null,석봉로191번길 37,,중개거래,경기 가평군
경기도 가평군 청평면 청평리,306,306,0,경남아너스빌,84.8896,202201,11,"26,000",9,2008,골안길 7-28,,중개거래,경기 가평군
경기도 가평군 청평면 청평리,657-1,657,1,이안지안스청평,59.87,202201,6,"20,800",5,2018,구청평로 20,,중개거래,경기 가평군
경기도 가평군 청평면 청평리,837,837,0,청평삼성쉐르빌,84.3,202201,11,"28,000",9,2012,강변나루로 54,,중개거래,경기 성남분당구
경기도 고양덕양구 고양동,414-1,414,1,윤창APT,59.706,202201,7,"20,000",17,1997,동헌로 398-17,,중개거래,경기 고양덕양구
경기도 고양덕양구 고양동,1121,1121,0,푸른마을10단지,84.8767,202201,13,"37,500",9,2009,푸른마을로120번길 34,,직거래,-
경기도 고양덕양구 고양동,103,103,0,화성그린빌,59.952,202201,10,"25,000",10,1998,벽제관로 45-10,,중개거래,경기 고양덕양구
경기도 고양덕양구 관산동,151,151,0,허스(151),57.96,202201,6,"17,000",3,1987,통일로742번길 42,,중개거래,경기 고양덕양구
경기도 고양덕양구 성사동,723,723,0,신원당(태영)2,59.04,202201,2,"41,700",15,1993,고양대로1384번길 29,,중개거래,경기 고양덕양구
경기도 고양덕양구 신원동,595,595,0,고양삼송동일스위트파크뷰7(1차),66.0346,202201,12,"69,000",28,2017,신원2로 50,,중개거래,경기 고양덕양구
경기도 고양덕양구 행신동,702,702,0,무원마을(두산),84.93,202201,4,"67,000",15,1994,소원로 47,,중개거래,경기 고양덕양구
경기도 고양덕양구 행신동,799,799,0,소만마을3단지(늘푸른아파트),51.03,202201,6,"43,000",5,1996,충경로 138,,중개거래,경기 고양덕양구
경기도 고양덕양구 행신동,793,793,0,소만마을9단지,43.76,202201,3,"34,500",10,1995,소만로 48,,중개거래,경기 고양덕양구
경기도 고양덕양구 행신동,953,953,0,햇빛주공23,39.99,202201,4,"28,200",12,1996,화신로 105,,중개거래,경기 고양덕양구
경기도 고양덕양구 행신동,953,953,0,햇빛주공23,59.97,202201,5,"45,000",7,1996,화신로 105,,중개거래,경기 고양덕양구
경기도 고양덕양구 향동동,557,557,0,DMC호반베르디움더포레3단지,84.8984,202201,4,"95,000",16,2019,향기로 25,,직거래,-
경기도 고양덕양구 화정동,851,851,0,달빛(라이프)2,59.97,202201,5,"42,800",9,1996,화중로 222,,중개거래,경기 고양덕양구
경기도 고양덕양구 화정동,948,948,0,별빛마을9단지(기산),84.93,202201,4,"64,500",3,1995,화신로 311,,중개거래,경기 고양덕양구
경기도 고양일산동구 마두동,717,717,0,백마마을(한성),50.16,202201,12,"45,500",6,1994,경의로 333,,중개거래,경기 고양일산동구
경기도 고양일산동구 백석동,1187,1187,0,백송마을(삼부),84.99,202201,2,"61,500",17,1993,강촌로 146,,중개거래,경기 고양일산동구
경기도 고양일산동구 장항동,1761,1761,0,킨텍스원시티2블럭,84.5043,202201,4,"160,000",38,2019,월드고양로 19,,중개거래,경기 고양일산서구
경기도 고양일산동구 중산동,1555,1555,0,중산마을1단지(두산),37.35,202201,5,"21,250",11,1995,고봉로 424,,중개거래,경기 고양일산동구
경기도 고양일산동구 중산동,1556,1556,0,중산마을2(코오롱),49.77,202201,6,"28,000",7,1995,고봉로 422,,중개거래,경기 고양일산동구
경기도 고양일산동구 중산동,1556,1556,0,중산마을2(코오롱),49.77,202201,11,"29,800",12,1995,고봉로 422,,중개거래,"경기 고양일산동구, 경기 고양일산서구"
경기도 고양일산동구 중산동,1554-2,1554,2,중산마을3단지(일신),59.845,202201,5,"29,800",3,1995,중산로 260,,직거래,-
경기도 고양일산동구 중산동,1573-7,1573,7,중산마을7(코오롱),134.97,202201,5,"50,000",3,1995,중산로 206,,직거래,-
경기도 고양일산동구 풍동,1258,1258,0,숲속마을8단지,59.72,202201,1,"41,500",14,2006,숲속마을1로 115,,중개거래,경기 고양일산동구
경기도 고양일산서구 일산동,1654,1654,0,산들마을3단지,116.707,202201,7,"64,500",11,2003,고양대로 724-17,,중개거래,경기 고양일산서구
경기도 고양일산서구 일산동,651-1,651,1,일산2차현대홈타운,127.13,202201,13,"74,000",9,2002,고양대로 706-12,,중개거래,경기 고양일산서구
경기도 고양일산서구 일산동,1103,1103,0,후곡마을(주공),68.13,202201,5,"50,000",5,1995,경의로 605,,직거래,-
경기도 고양일산서구 주엽동,81,81,0,강선마을뉴서울,40.32,202201,6,"22,500",6,1995,중앙로 1371,,직거래,-
경기도 고양일산서구 주엽동,73,73,0,강선마을태영,41.85,202201,13,"25,000",21,1994,중앙로 1388,,중개거래,경기 고양일산서구
경기도 고양일산서구 탄현동,1640,1640,0,일산두산위브더제니스,120.482,202201,8,"84,800",47,2013,일현로 97-11,,중개거래,경기 고양일산서구
경기도 고양일산서구 탄현동,1634,1634,0,일산임광진흥아파트,84.89,202201,12,"47,000",13,2009,탄현로 133,,중개거래,경기 고양일산서구
경기도 고양일산서구 탄현동,121,121,0,"큰마을대림,현대아파트",59.82,202201,4,"36,600",14,2001,일현로 140,,중개거래,경기 고양일산서구
경기도 고양일산서구 탄현동,121,121,0,"큰마을대림,현대아파트",84.73,202201,10,"47,000",6,2001,일현로 140,,중개거래,"경기 고양일산서구, 서울 노원구"
